[0 0 1],41,4,45,0
[0 0 2],1,0,1,0
[0 0 4],3,0,3,0
[0 0 5],26,7,33,0
[0 0 8],8,0,8,0
[0 0 9],33,4,37,0
[0 0 10],11,1,12,0
[0 0 15],10,0,10,0
[0 0 18],8,1,9,0
[0 0 21],1,2,3,0
[0 0 23],2,0,2,0
[0 0 24],2,0,2,0
[0 2 15],1,0,1,0
[0 3 2],3,0,3,0
[0 3 3],3,0,3,0
[0 3 5],1,0,1,0
[0 3 9],2,1,3,0
[0 3 14],1,0,1,0
[0 3 16],2,0,2,0
[0 4 2],2,1,3,0
[0 4 3],5,0,5,0
[0 4 5],4,1,5,0
[0 4 14],4,3,7,0
[0 4 18],1,0,1,0
[0 5 2],19,4,23,0
[0 5 5],2,0,2,0
[0 5 8],1,1,2,0
[0 5 16],5,1,6,0
[0 6 0],1124,273,1397,0
[0 6 1],2,0,2,0
[0 7 2],54,14,68,0
[0 7 8],1,0,1,0
[0 7 22],1,0,1,0
[0 8 5],2,0,2,0
[0 8 14],3,4,7,0
[0 8 15],1,0,1,0
[0 8 16],4,0,4,0
[0 9 2],1,0,1,0
[0 9 3],2,0,2,0
[0 9 5],2,0,2,0
[0 9 14],4,0,4,0
[0 10 0],310,87,397,0
[0 10 1],18,2,20,0
[0 11 15],1,0,1,0
[0 12 2],5,4,9,0
[0 12 3],7,2,9,0
[0 12 5],4,0,4,0
[0 12 14],3,0,3,0
[0 13 0],464,107,571,0
[0 13 1],6,0,6,0
[0 13 8],2,0,2,0
[0 15 2],3,0,3,0
[0 15 8],1,0,1,0
[0 15 15],1,0,1,0
[0 15 19],1,0,1,0
[0 16 0],532,125,657,0
[0 17 27],1,0,1,0
[0 18 1],1,0,1,0
[0 18 2],17,0,17,0
[0 18 3],33,7,40,0
[0 18 5],2,0,2,0
[0 18 8],1,1,2,0
[0 18 14],4,2,6,0
[0 18 22],1,0,1,0
[0 19 0],468,99,567,0
[0 19 1],3,4,7,0
[0 19 4],1,2,3,0
[0 20 5],5,0,5,0
[0 20 9],7,0,7,0
[0 22 1],93,15,108,0
[0 22 4],13,1,14,0
[0 23 1],14,0,14,0
[0 23 4],1,0,1,0
[0 23 5],1,0,1,0
[0 24 1],6,2,8,0
[0 24 2],2,3,5,0
[0 24 3],30,10,40,0
[0 24 8],1,0,1,0
[0 24 12],1,0,1,0
[0 24 14],1,0,1,0
[0 24 22],1,0,1,0
[0 26 0],8,2,10,0
[0 26 1],68,15,83,0
[0 26 4],54,17,71,0
[0 26 8],1,0,1,0
[0 26 12],1,0,1,0
[0 27 0],20,6,26,0
[0 28 1],1,1,2,0
[0 28 5],6,1,7,0
[0 28 6],29,9,38,0
[0 28 9],1,0,1,0
[0 31 2],1,0,1,0
[0 32 1],1,0,1,0
[0 32 2],39,5,44,0
[0 32 5],1,0,1,0
[0 32 8],1,1,2,0
[0 33 0],280,69,349,0
