wear,wear,5401,692,231,191,131,134,102,0,45,56,30,16,18,0,32,18,19,15,12,11,10,16,8,4,5,5,6,6,7214,wear,wear,-0.251316883836984,-0.170105690518397,-0.258018006153943,-0.188077445179332,-0.307810014771397,-0.245622383663939,-0.281612572242481,-0.156612918220649,-0.141390761706389,-0.278012343113658,-0.212920431780049,-0.220284254640984,-0.295878959294892,-0.077496467419785,-0.1146763904986,-0.282979067148804,-0.167141118192077,-0.343953024264375,-0.227289031701242,-0.05335999818801,-0.062051415372457,-0.253394499716491,-0.118954120148018,-0.255750864362809,-0.044352654251583,-0.068636517113507,-0.284642499363941,-0.206032581606584
hold,hold,692,737,229,190,139,130,102,3,50,55,30,16,17,2,31,17,20,15,12,11,10,16,8,3,5,5,6,6,2557,hold,hold,0.004599362522885,-0.711771607352366,-0.307500879835345,-0.092676934886593,-0.360697299959397,-0.148207779745539,-0.172783636417427,-0.192066169078472,-0.191963677586523,-0.217560619953995,-0.189107445879839,-0.190863053908726,-0.406730569509123,-0.051279747301843,-0.179670339554361,-0.171400133546236,-0.173675384394136,-0.211170970797534,-0.231359366203431,-0.093755514817798,-0.127011192040292,-0.207707044029991,-0.130090170995718,-0.314867577202725,-0.149403292921173,-0.288554398767388,-0.17570204985441,-0.117696246595393
sit,sit,231,229,251,192,131,139,102,1,46,59,30,16,17,1,32,17,19,15,11,15,10,16,9,4,4,5,6,6,1614,sit,sit,-0.146916399715409,-0.255175436498566,-0.844485749690211,-0.163604005141868,-0.197150839146328,-0.260253340449346,-0.117766856882084,-0.093764785048792,-0.144558072777387,-0.368310783201107,-0.363435478756027,-0.246694679700295,-0.331690490799067,-0.150267373984132,-0.184762833890301,-0.450013635888721,-0.217718025020903,-0.400351594019805,-0.215315130349254,-0.331915789884566,-0.117553830766027,-0.319954465277852,-0.27941448148573,-0.213065336084786,-0.122969961758254,-0.134043116428086,-0.456829001440146,-0.150968019409026
ride,ride,191,190,192,193,132,131,102,0,45,56,30,16,17,2,31,17,19,14,11,11,10,16,8,3,4,5,6,6,1458,ride,ride,-0.083552369528154,-0.036667261341903,-0.150875870150206,-0.867626886145405,-0.133650703322762,-0.067588011687774,-0.080478683165342,-0.05824683851367,-0.092660940210818,-0.197023991797101,-0.166798245674769,-0.25722155337337,-0.270801217903567,-0.314912035854517,-0.350141459251615,-0.437512808875019,-0.114731853236427,-0.222060038651346,-0.119906701191246,-0.098643059209762,-0.235298716047723,-0.182004745350339,-0.20180563588143,-0.158402573677085,-0.138960319109359,-0.187392057018879,-0.445057390493675,-0.312979500849077
carry,carry,131,139,131,132,192,133,101,2,47,54,30,16,27,12,31,20,21,16,13,11,10,16,8,5,6,5,6,6,1321,carry,carry,-0.226801852284753,-0.309834563092735,-0.179148349575042,-0.124261382973731,-0.854655563966692,-0.109521240039238,-0.293947618119371,-0.228339747522267,-0.102705328838518,-0.188622830203069,-0.139595844821604,-0.277129764549191,-0.411808543498509,-0.071012291990015,-0.242706551032556,-0.27025184190328,-0.211048145584895,-0.257204464461086,-0.190451229083612,-0.078489318457061,-0.133384320173936,-0.192780916219315,-0.109639003102374,-0.285886685087055,-0.134185699636016,-0.110767087875175,-0.280849873697376,-0.078103751061947
look,look,134,130,139,131,133,145,102,0,46,59,30,16,21,0,32,20,19,17,12,13,10,16,9,6,6,5,6,6,1263,look,look,-0.158100781325213,-0.096119075983863,-0.236319354277283,-0.053715821559756,-0.104897712312756,-0.885193982581157,-0.124378809355505,-0.184274161973503,-0.198165834117546,-0.292073020520463,-0.234268451151561,-0.098751480522094,-0.215036128108289,-0.105547797603043,-0.142120348814182,-0.16464166451297,-0.337530213887562,-0.207546604842961,-0.226566363986488,-0.128925280391959,-0.123605920643506,-0.218420933522206,-0.149622749120546,-0.219562335279554,-0.093764430222874,-0.086191749328158,-0.175726383436169,-0.087818530416879
use,use,102,102,102,102,101,102,102,0,45,55,30,16,17,0,31,17,19,14,11,11,10,16,8,3,4,5,6,6,1037,use,use,-0.197391090333443,-0.114313477355514,-0.082603227166684,-0.052076875164262,-0.273008511907645,-0.106778248629677,-0.901639344262295,-0.158654246925975,-0.141076161338183,-0.089597169899252,-0.135156838917255,-0.187022840357299,-0.17422202113917,-0.170361533464477,-0.166091292505733,-0.119183187814696,-0.137419434175002,-0.238157853100608,-0.062923504344221,-0.056822143462859,-0.039642404353854,-0.213190645266232,-0.047925870069786,-0.210019676948709,-0.185876278255987,-0.043865671602807,-0.129790709511899,-0.082938639941076
cover,cover,0,3,1,0,2,0,0,79,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,89,cover,cover,-0.156612918220649,-0.159531553812162,-0.083148408679106,-0.05824683851367,-0.207381841951921,-0.184274161973503,-0.158654246925975,-0.112359550561798,-0.168468322139621,-0.108456945761145,-0.149739435045135,-0.167357609933196,-0.204102965476734,-0.067908283844356,-0.155753893110955,-0.109360450767676,-0.072511585689684,-0.107059669195667,-0.212882955541462,-0.187267405231949,-0.253212967348536,-0.123180553973716,-0.159960514288127,-0.220334682516732,-0.152670323696354,-0.160948882978997,-0.109360450767676,-0.067640033319278
touch,touch,45,50,46,45,47,46,45,1,72,45,30,16,17,1,31,17,20,15,12,12,10,16,8,3,4,5,6,6,671,touch,touch,-0.080564549055627,-0.137002194337535,-0.104504295932825,-0.056461054284156,-0.068239726186866,-0.166032657013379,-0.117406484823762,-0.178213964230077,-0.892697466467959,-0.107164697046109,-0.216414781144614,-0.205487768020577,-0.13503805113012,-0.073686737200571,-0.114498800810143,-0.122397046592081,-0.169971116204767,-0.081418179887566,-0.185442099089495,-0.078311685293059,-0.2456698550276,-0.21022720719256,-0.103370122647189,-0.150408580808673,-0.173181239206736,-0.204927009822648,-0.138790489215031,-0.081368969568766
watch,watch,56,55,59,56,54,59,55,0,45,59,30,16,17,0,31,17,19,14,11,12,10,16,9,3,4,5,6,6,724,watch,watch,-0.208426960485956,-0.163103350666134,-0.323374212997022,-0.158084704648279,-0.154915317478321,-0.257295480418189,-0.06666792755654,-0.108456945761145,-0.112074084371038,-0.918508287292818,-0.215200714230371,-0.210705985739437,-0.203646359502502,-0.159227679132686,-0.12739947892668,-0.19334668888541,-0.090633302810164,-0.346752903295322,-0.102340717743618,-0.102348362405202,-0.163847629464741,-0.299870762632753,-0.221685854607483,-0.248137871856208,-0.264228606512814,-0.087098673220725,-0.208540059051156,-0.169778964936061
talk,talk,30,30,30,30,30,30,30,0,30,30,30,16,17,0,30,17,19,14,11,11,10,16,8,2,4,5,6,6,492,talk,talk,-0.156103402561795,-0.139864335146034,-0.321047229594725,-0.126398767605915,-0.10133030319571,-0.197045810516604,-0.103110833789894,-0.149739435045135,-0.200148560360201,-0.195661568562671,-0.939024390243902,-0.138914637065489,-0.138776622387231,-0.073585258633585,-0.092747506012391,-0.253446628714893,-0.045489353804776,-0.275279213181022,-0.204711452224029,-0.146972235706737,-0.10831997025569,-0.280809924996714,-0.120973453336199,-0.155832721548715,-0.109881986893391,-0.127022601294137,-0.275804352292129,-0.106146105297985
fly,fly,16,16,16,16,16,16,16,0,16,16,16,26,16,2,16,16,16,14,11,11,10,16,8,2,4,5,6,6,345,fly,fly,-0.176125352666965,-0.150743575126412,-0.210231127089983,-0.22181867867903,-0.242864989291097,-0.065042919125833,-0.156075151231756,-0.167357609933196,-0.182955963877939,-0.186428621659046,-0.125058150674538,-0.924637681159421,-0.211387501394135,-0.119180156207171,-0.231653162132628,-0.262780838743868,-0.036859666897688,-0.217211354089225,-0.147234268101032,-0.065095004692309,-0.23894862454003,-0.238489399702986,-0.143538703183142,-0.180881071391712,-0.176577033003328,-0.205673499242952,-0.291766345990245,-0.186812373073506
pull,pull,18,17,17,17,27,21,17,0,17,17,17,16,27,2,17,20,17,15,12,11,10,16,8,4,5,5,6,6,382,pull,pull,-0.251253688769431,-0.368876367820708,-0.297720710668404,-0.237958408058625,-0.361566976543442,-0.176689384503558,-0.146112845961074,-0.204102965476734,-0.115870753746361,-0.18262440468488,-0.128826850114639,-0.215879496234411,-0.929319371727749,-0.059717667516425,-0.294310456618755,-0.277461795059485,-0.152859037079678,-0.219179447056951,-0.155608047036265,-0.105573076928252,-0.254906919280991,-0.268617430093908,-0.143286955779891,-0.200646927907816,-0.143644337858434,-0.260677601865553,-0.314111009719171,-0.100212815916437
park,park,0,2,1,2,12,0,0,0,1,0,0,2,2,25,0,0,2,0,0,0,0,0,0,3,0,0,0,0,52,park,park,-0.077496467419785,-0.013600375441791,-0.131656183439856,-0.277822239505461,0.150672911527135,-0.105547797603043,-0.170361533464477,-0.067908283844356,-0.055946280935524,-0.159227679132686,-0.073585258633585,-0.086515719194908,-0.026491731149127,-0.51923076923077,-0.191755405450563,-0.297315179530397,0.012653120636968,-0.155102035551285,-0.01761105722175,-0.109433934950592,-0.116409702488506,-0.127416885663861,-0.11159560418745,0.044057639172429,-0.073294100213157,-0.091406916722322,-0.297315179530397,-0.216784269340655
drive,drive,32,31,32,31,31,32,31,0,31,31,30,16,17,0,32,17,19,14,11,11,10,16,8,2,4,5,6,6,506,drive,drive,-0.055871103019598,-0.130529099743008,-0.141348245138715,-0.310138639860712,-0.20490879929938,-0.104215742490697,-0.134720395154374,-0.155753893110955,-0.099433680613162,-0.108952336350304,-0.094434578219082,-0.246409420367147,-0.305216236475138,-0.191755405450563,-0.936758893280633,-0.329369884794571,-0.125014218372759,-0.181142913607394,-0.109443395490618,0.004059966390459,-0.315930186096131,-0.279342513146657,-0.122363261546187,-0.151324243342844,-0.223829610651946,-0.250283092333672,-0.351109015229354,-0.126755043874168
walk,walk,18,17,17,17,20,20,17,0,17,17,17,16,20,0,17,20,17,15,12,11,10,16,8,3,5,5,6,6,364,walk,walk,-0.23602366602096,-0.131345252955571,-0.413843176855809,-0.402469320127827,-0.230446832378362,-0.125531922315342,-0.08887333373435,-0.109360450767676,-0.101029070306071,-0.170124055165539,-0.241296177540052,-0.265201606382027,-0.274872761056838,-0.297315179530397,-0.316263426035939,-0.945054945054945,-0.108815157443024,-0.35083794191817,-0.130212874228362,-0.198294062948242,-0.233470457537177,-0.193174659555645,-0.152057239517338,-0.253756091749919,-0.122045903949755,-0.188721168709885,-0.983516483516484,-0.266865039141021
lean,lean,19,20,19,19,21,19,19,0,20,19,19,16,17,2,19,17,21,14,11,11,10,16,8,2,4,5,6,6,379,lean,lean,-0.119642959744672,-0.128726601860185,-0.179358093942901,-0.077631477183642,-0.171536222299785,-0.302441834876245,-0.105609590985164,-0.072511585689684,-0.14700692697041,-0.066744470611444,-0.033975313862266,-0.041020119652841,-0.152506773614235,-0.02053137296969,-0.112431699366011,-0.11066357287983,-0.944591029023747,-0.222561531124415,-0.064178187972244,-0.100077088854135,-0.095207571572321,-0.019854905119913,-0.148538302170713,-0.156256374915012,-0.155656342749925,-0.085380377595413,-0.139687319581677,-0.103791830533432
eat,eat,15,15,15,14,16,17,14,0,15,14,14,14,15,0,14,15,14,17,12,12,10,14,8,4,6,5,6,6,321,eat,eat,-0.29930334257068,-0.170308248346063,-0.362916302354586,-0.188048526273617,-0.219472264037071,-0.168047119120641,-0.208044628095576,-0.107059669195667,-0.057043902410791,-0.322476212704799,-0.260120790568759,-0.214177357069043,-0.21171749080114,-0.155102035551285,-0.165197190632008,-0.345317761164345,-0.215887137943475,-0.947040498442368,-0.100198242596479,-0.076191997338052,-0.078666803732972,-0.193336059007921,-0.177310063259932,-0.213929477766003,-0.407279762557103,-0.12734094272726,-0.373355144341915,-0.162901898042328
face,face,12,12,11,11,13,12,11,1,12,11,11,11,12,0,11,12,11,12,17,11,10,11,8,3,5,5,6,6,268,face,face,-0.184176344513394,-0.191276246409363,-0.181085719781276,-0.086406506690499,-0.151784795920134,-0.191291432231959,-0.032486249922022,-0.22038756731406,-0.158549735275184,-0.076489311789961,-0.186024399681862,-0.138073549952644,-0.142245540198725,-0.01761105722175,-0.090137749805998,-0.118403787792409,-0.052157158554688,-0.092805300763587,-0.936567164179105,-0.169579361443922,-0.168060655198222,-0.193774694286958,-0.10200763047324,-0.094954535375154,-0.018976984672797,-0.17679135368796,-0.140791847493902,-0.131917743045172
lying,lying,11,11,15,11,11,13,11,1,12,12,11,11,11,0,11,11,11,12,11,19,10,11,10,3,4,5,6,6,271,lying,lying,-0.014294405147826,-0.057467025221913,-0.285858916676428,-0.065597234924358,-0.046225937534077,-0.091247753972989,-0.026839259256004,-0.19481332338776,-0.051914998077304,-0.074642505236134,-0.128739553379914,-0.056388656759265,-0.093778482542518,-0.109433934950592,0.022911241859736,-0.187923437263963,-0.088510429651923,-0.069294732103718,-0.170033731659265,-0.929889298892989,-0.210462280336561,-0.089998848139432,-0.080166252333746,-0.015361415953601,-0.029219139208795,-0.092767144189384,-0.206373621765808,-0.028978894409936
hit,hit,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,8,2,4,5,6,6,231,hit,hit,-0.020147565595028,-0.08763198175768,-0.080459574340916,-0.198867383320094,-0.097664299593961,-0.088233533727176,-0.005995562606723,-0.253212967348536,-0.217282941394785,-0.134369740870831,-0.085355130217679,-0.224644088496363,-0.237794886462152,-0.116409702488506,-0.29240298865589,-0.217652941719661,-0.078302752556684,-0.066529408418006,-0.162084044743999,-0.204072606050208,-0.956709956709957,-0.217689001204088,-0.084118842060562,-0.143752200593295,-0.152665054409906,-0.228539038110667,-0.234968959035678,-0.094116890445146
play,play,16,16,16,16,16,16,16,0,16,16,16,16,16,0,16,16,16,14,11,11,10,16,8,2,4,5,6,6,333,play,play,-0.207564361288626,-0.165916328793832,-0.281819676213695,-0.144930634202154,-0.156844904507376,-0.1830411356721,-0.180571719686843,-0.123180553973716,-0.186024166596077,-0.273922162098517,-0.265282202151918,-0.236818163249141,-0.262454198799786,-0.127416885663861,-0.262915018458293,-0.189082655463641,-0.014023215910915,-0.194907724130988,-0.201786437373328,-0.097556221010458,-0.230949014464102,-0.951951951951952,-0.203109368511399,-0.187724738562184,-0.157807264511822,-0.315470424446853,-0.219112685493671,-0.297850906500597
rest,rest,8,8,9,8,8,9,8,1,8,9,8,8,8,0,8,8,8,8,8,10,8,8,10,2,4,5,6,6,199,rest,rest,-0.079862069932984,-0.093017832376537,-0.239764559010902,-0.167091599306236,-0.075494016245303,-0.111522509203622,-0.01543942627899,-0.166171343716166,-0.075091621347846,-0.188890663180736,-0.097032610912699,-0.126526103955117,-0.124028359131728,-0.11159560418745,-0.097972533200903,-0.133834256470234,-0.129445476565112,-0.162031176614868,-0.091657371716771,-0.066815365056029,-0.078549871667471,-0.186932387510297,-0.949748743718593,-0.191489185858647,-0.181698547971614,-0.029160916239538,-0.143884507726516,-0.093789878269006
