[0 56 2],1,0,1,0
[0 57 2],4,0,4,0
[0 90 6],1,0,1,0
[1 1 7],2,0,2,0
[1 6 1],2,0,2,0
[1 6 4],3,0,3,0
[1 7 2],1,0,1,0
[1 9 2],4,0,4,0
[1 10 2],1,0,1,0
[1 16 1],1,0,1,0
[1 20 4],3,0,3,0
[1 42 3],1,0,1,0
[1 46 4],2,0,2,0
[1 50 1],2,0,2,0
[1 50 4],1,0,1,0
[1 52 7],2,0,2,0
[1 56 2],4,0,4,0
[1 56 4],61,0,61,0
[1 57 2],7,0,7,0
[1 61 0],7,0,7,0
[1 68 0],1,0,1,0
[1 73 4],3,0,3,0
[1 97 4],2,0,2,0
[1 106 2],1,0,1,0
[1 110 2],5,0,5,0
[1 111 0],2,0,2,0
[2 4 6],1,0,1,0
[2 8 1],12,0,12,0
[2 12 1],1,0,1,0
[2 13 1],2,1,3,0
[2 16 1],1,0,1,0
[2 18 1],2,0,2,0
[2 31 1],2,0,2,0
[2 37 1],1,0,1,0
[2 50 1],1,0,1,0
[2 55 0],1,0,1,0
[2 55 1],2,0,2,0
[2 59 1],1,0,1,0
[2 60 1],2,0,2,0
[2 68 0],1,0,1,0
[2 68 1],1,0,1,0
[2 70 1],2,0,2,0
[2 76 1],2,0,2,0
[2 79 1],2,0,2,0
[2 81 1],1,0,1,0
[2 83 5],1,0,1,0
[2 88 1],1,0,1,0
[2 92 1],3,0,3,0
[2 94 1],2,0,2,0
[2 98 1],1,0,1,0
[2 100 1],2,0,2,0
[2 111 0],3,0,3,0
[2 117 1],1,0,1,0
[2 125 1],4,0,4,0
[2 136 1],1,0,1,0
[2 138 1],3,0,3,0
[2 138 6],1,0,1,0
[3 56 4],1,0,1,0
[4 4 1],1,0,1,0
[4 6 1],1,0,1,0
[4 7 2],1,0,1,0
[4 9 2],3,0,3,0
[4 10 2],12,0,12,0
[4 29 1],1,0,1,0
[4 30 2],7,1,8,0
[4 35 2],2,0,2,0
[4 48 2],12,0,12,0
[4 50 1],1,0,1,0
[4 56 2],3,1,4,0
[4 57 2],13,0,13,0
[4 60 6],1,0,1,0
[4 62 5],1,0,1,0
[4 72 6],1,0,1,0
[4 81 2],2,0,2,0
[4 103 2],1,0,1,0
[4 106 2],1,0,1,0
[4 107 2],1,0,1,0
[4 107 5],1,0,1,0
[4 110 2],2,0,2,0
[4 112 5],2,0,2,0
[4 114 2],2,0,2,0
[4 126 2],6,0,6,0
[4 132 2],1,0,1,0
[4 145 5],2,0,2,0
[4 147 0],1,0,1,0
[5 18 2],1,0,1,0
[5 38 2],1,0,1,0
[5 57 2],1,0,1,0
[5 106 2],1,0,1,0
[5 126 2],1,0,1,0
[6 16 2],1,0,1,0
[6 35 2],4,0,4,0
[6 54 0],2,0,2,0
[6 57 2],1,0,1,0
[6 61 0],6,0,6,0
[6 126 2],3,0,3,0
[7 106 5],2,0,2,0
[8 5 1],5,0,5,0
[8 5 4],1,0,1,0
[8 7 2],1,0,1,0
[8 8 2],2,0,2,0
[8 8 7],1,0,1,0
[8 9 2],1,2,3,0
[8 11 3],3,0,3,0
[8 12 7],5,0,5,0
[8 15 1],6,0,6,0
[8 15 2],3,0,3,0
[8 15 6],1,0,1,0
[8 16 1],1,0,1,0
[8 18 2],1,0,1,0
[8 20 1],4,0,4,0
[8 20 2],1,0,1,0
[8 20 4],2,0,2,0
[8 27 0],11,0,11,0
[8 28 2],3,0,3,0
[8 28 7],1,0,1,0
[8 30 2],16,0,16,0
[8 34 0],4,0,4,0
[8 37 1],1,0,1,0
[8 44 5],2,0,2,0
[8 46 4],1,0,1,0
[8 47 1],9,0,9,0
[8 48 2],3,1,4,0
[8 49 1],7,0,7,0
[8 50 1],2,0,2,0
[8 50 4],2,0,2,0
[8 53 2],1,0,1,0
[8 54 0],9,0,9,0
[8 54 1],1,0,1,0
[8 55 0],1,0,1,0
[8 56 2],22,0,22,0
[8 56 4],4,0,4,0
[8 57 2],10,2,12,0
[8 59 1],2,0,2,0
[8 61 0],60,0,60,0
[8 62 1],2,0,2,0
[8 68 0],11,4,15,0
