[0 0 0],4,0,4,0
[0 0 2],7,0,7,0
[0 0 3],472,130,602,0
[0 0 4],4,0,4,0
[0 0 5],295,58,353,0
[0 0 6],159,40,199,0
[0 0 7],1,0,1,0
[0 0 8],200,42,242,0
[0 0 9],4,0,4,0
[0 0 10],148,25,173,0
[0 0 12],41,4,45,0
[0 0 13],1,0,1,0
[0 0 14],53,16,69,0
[0 0 15],92,23,115,0
[0 0 16],1,0,1,0
[0 0 17],97,19,116,0
[0 0 18],17,1,18,0
[0 0 19],1,0,1,0
[0 0 22],3,0,3,0
[0 0 23],26,7,33,0
[0 0 24],59,12,71,0
[0 0 26],52,9,61,0
[0 0 30],8,0,8,0
[0 0 32],33,4,37,0
[0 0 33],13,1,14,0
[0 0 34],2,0,2,0
[0 0 36],5,2,7,0
[0 0 38],4,0,4,0
[0 0 40],11,1,12,0
[0 0 45],10,0,10,0
[0 0 48],8,1,9,0
[0 0 51],1,2,3,0
[0 0 54],3,2,5,0
[0 0 55],2,0,2,0
[0 0 56],6,1,7,0
[0 0 58],2,0,2,0
[0 0 62],3,0,3,0
[0 0 65],1,0,1,0
[0 0 66],2,0,2,0
[0 1 6],3,0,3,0
[0 1 7],64,28,92,0
[0 1 9],34,9,43,0
[0 1 11],2,2,4,0
[0 1 16],9,4,13,0
[0 2 0],1,0,1,0
[0 2 3],23,1,24,0
[0 2 5],2,0,2,0
[0 2 6],56,13,69,0
[0 2 8],8,1,9,0
[0 2 10],10,1,11,0
[0 2 11],2,0,2,0
[0 2 14],6,1,7,0
[0 2 24],1,1,2,0
[0 2 45],1,0,1,0
[0 2 59],1,1,2,0
[0 2 66],1,0,1,0
[0 3 0],5,1,6,0
[0 3 3],17,2,19,0
[0 3 5],12,1,13,0
[0 3 6],10,0,10,0
[0 3 8],4,3,7,0
[0 3 10],7,1,8,0
[0 3 11],11,1,12,0
[0 3 14],3,5,8,0
[0 3 17],4,0,4,0
[0 3 19],3,0,3,0
[0 3 21],3,0,3,0
[0 3 23],1,0,1,0
[0 3 24],1,0,1,0
[0 3 32],2,1,3,0
[0 3 37],1,0,1,0
[0 3 43],1,0,1,0
[0 3 46],2,0,2,0
[0 4 0],15,2,17,0
[0 4 3],25,8,33,0
[0 4 5],12,0,12,0
[0 4 6],21,2,23,0
[0 4 8],16,4,20,0
[0 4 10],7,0,7,0
[0 4 11],18,4,22,0
[0 4 14],4,0,4,0
[0 4 15],3,1,4,0
[0 4 17],3,1,4,0
[0 4 19],2,1,3,0
[0 4 21],5,0,5,0
[0 4 23],4,1,5,0
[0 4 24],7,0,7,0
[0 4 25],2,0,2,0
[0 4 43],4,3,7,0
[0 4 48],1,0,1,0
[0 4 62],1,0,1,0
[0 5 0],2,0,2,0
[0 5 2],1,0,1,0
[0 5 3],44,12,56,0
[0 5 5],30,15,45,0
[0 5 6],13,1,14,0
[0 5 8],13,4,17,0
[0 5 10],12,3,15,0
[0 5 14],5,2,7,0
[0 5 15],1,0,1,0
[0 5 17],3,0,3,0
[0 5 18],1,0,1,0
[0 5 19],19,4,23,0
[0 5 23],2,0,2,0
[0 5 24],4,3,7,0
[0 5 25],1,0,1,0
[0 5 26],5,1,6,0
[0 5 28],41,15,56,0
[0 5 30],1,1,2,0
[0 5 46],5,1,6,0
[0 5 63],1,0,1,0
[0 6 1],1124,273,1397,0
[0 6 4],299,91,390,0
[0 6 6],3,0,3,0
[0 6 7],2,1,3,0
[0 6 8],7,1,8,0
[0 6 11],59,12,71,0
[0 6 12],2,0,2,0
[0 6 14],1,0,1,0
[0 6 17],2,0,2,0
[0 6 18],30,2,32,0
[0 6 26],1,0,1,0
[0 7 0],48,13,61,0
[0 7 2],5,1,6,0
[0 7 3],6,6,12,0
[0 7 5],7,0,7,0
[0 7 6],6,0,6,0
[0 7 8],5,1,6,0
[0 7 10],3,2,5,0
[0 7 11],27,7,34,0
[0 7 13],1,1,2,0
[0 7 19],54,14,68,0
[0 7 20],2,2,4,0
[0 7 26],1,0,1,0
[0 7 30],1,0,1,0
[0 7 57],1,0,1,0
[0 8 0],1,0,1,0
[0 8 2],1,0,1,0
[0 8 3],11,7,18,0
[0 8 5],9,4,13,0
[0 8 6],11,4,15,0
[0 8 8],13,1,14,0
[0 8 10],8,1,9,0
[0 8 11],8,7,15,0
[0 8 14],4,0,4,0
[0 8 15],2,0,2,0
[0 8 17],5,0,5,0
[0 8 23],2,0,2,0
[0 8 24],4,2,6,0
[0 8 25],1,0,1,0
[0 8 37],1,1,2,0
[0 8 43],3,4,7,0
[0 8 45],1,0,1,0
[0 8 46],4,0,4,0
[0 9 0],5,0,5,0
[0 9 3],8,5,13,0
[0 9 5],1,1,2,0
[0 9 6],2,2,4,0
[0 9 7],1,0,1,0
[0 9 8],10,1,11,0
[0 9 10],5,0,5,0
[0 9 11],2,0,2,0
[0 9 14],5,1,6,0
[0 9 15],2,0,2,0
[0 9 17],1,0,1,0
[0 9 19],1,0,1,0
[0 9 21],2,0,2,0
[0 9 23],2,0,2,0
[0 9 24],1,0,1,0
[0 9 25],1,0,1,0
[0 9 37],2,2,4,0
[0 9 43],4,0,4,0
[0 9 59],1,0,1,0
[0 10 1],310,87,397,0
[0 10 4],99,40,139,0
[0 10 5],10,3,13,0
[0 10 7],1,0,1,0
[0 10 8],6,2,8,0
[0 10 11],12,6,18,0
[0 10 12],18,2,20,0
[0 10 13],1,0,1,0
[0 10 14],1,2,3,0
[0 10 18],15,1,16,0
[0 10 26],1,0,1,0
[0 11 3],12,4,16,0
[0 11 5],2,0,2,0
[0 11 6],20,6,26,0
[0 11 7],5,0,5,0
[0 11 8],5,1,6,0
[0 11 9],3,0,3,0
[0 11 10],5,0,5,0
[0 11 17],1,0,1,0
[0 11 45],1,0,1,0
[0 11 54],1,0,1,0
[0 12 0],27,3,30,0
[0 12 3],2,0,2,0
[0 12 6],4,0,4,0
[0 12 8],1,1,2,0
[0 12 11],15,4,19,0
[0 12 15],1,0,1,0
[0 12 17],1,0,1,0
[0 12 19],5,4,9,0
[0 12 20],1,0,1,0
[0 12 21],7,2,9,0
[0 12 23],4,0,4,0
[0 12 25],1,0,1,0
[0 12 37],1,0,1,0
[0 12 43],3,0,3,0
[0 13 1],464,107,571,0
[0 13 4],160,34,194,0
[0 13 7],4,3,7,0
[0 13 8],4,2,6,0
[0 13 9],2,0,2,0
[0 13 11],23,5,28,0
[0 13 12],6,0,6,0
[0 13 16],4,0,4,0
[0 13 18],13,3,16,0
[0 13 30],2,0,2,0
[0 14 2],1,0,1,0
[0 14 3],1,0,1,0
[0 14 6],31,8,39,0
[0 14 7],1,0,1,0
[0 14 8],1,0,1,0
[0 14 9],1,0,1,0
[0 14 10],1,0,1,0
[0 14 11],1,0,1,0
[0 15 0],71,13,84,0
[0 15 2],9,3,12,0
[0 15 3],9,0,9,0
[0 15 5],2,0,2,0
[0 15 6],4,4,8,0
[0 15 8],4,1,5,0
[0 15 10],1,0,1,0
[0 15 11],4,1,5,0
[0 15 13],1,0,1,0
[0 15 19],3,0,3,0
[0 15 25],13,3,16,0
[0 15 30],1,0,1,0
[0 15 45],1,0,1,0
[0 15 49],1,0,1,0
[0 15 62],1,0,1,0
[0 16 1],532,125,657,0
[0 16 3],2,0,2,0
[0 16 4],152,30,182,0
[0 16 8],6,1,7,0
[0 16 11],44,7,51,0
[0 16 18],9,1,10,0
[0 17 0],53,12,65,0
[0 17 2],3,0,3,0
[0 17 3],5,1,6,0
[0 17 6],1,0,1,0
[0 17 8],1,1,2,0
[0 17 10],1,0,1,0
[0 17 11],3,0,3,0
[0 17 25],4,0,4,0
[0 17 64],1,0,1,0
[0 18 0],61,16,77,0
[0 18 2],2,0,2,0
[0 18 3],5,3,8,0
[0 18 4],2,1,3,0
[0 18 5],11,4,15,0
[0 18 6],5,0,5,0
[0 18 8],3,3,6,0
[0 18 10],4,0,4,0
[0 18 12],1,0,1,0
[0 18 14],1,0,1,0
[0 18 15],1,0,1,0
[0 18 19],17,0,17,0
[0 18 20],3,0,3,0
[0 18 21],33,7,40,0
[0 18 23],2,0,2,0
[0 18 24],6,0,6,0
[0 18 25],2,0,2,0
[0 18 30],1,1,2,0
[0 18 43],4,2,6,0
[0 18 57],1,0,1,0
[0 19 1],468,99,567,0
[0 19 4],91,30,121,0
[0 19 10],1,0,1,0
[0 19 11],30,7,37,0
[0 19 12],3,4,7,0
[0 19 18],8,0,8,0
[0 19 22],1,2,3,0
[0 20 0],1,1,2,0
[0 20 3],8,5,13,0
[0 20 5],3,1,4,0
[0 20 6],9,0,9,0
[0 20 7],2,0,2,0
[0 20 8],8,1,9,0
[0 20 9],1,0,1,0
[0 20 10],1,0,1,0
[0 20 14],2,1,3,0
[0 20 15],4,0,4,0
[0 20 16],1,0,1,0
[0 20 17],2,0,2,0
[0 20 23],5,0,5,0
[0 20 24],2,0,2,0
[0 20 32],7,0,7,0
[0 21 2],2,0,2,0
[0 21 5],4,2,6,0
[0 21 8],3,0,3,0
[0 21 10],2,1,3,0
[0 21 17],1,1,2,0
[0 22 3],2,0,2,0
[0 22 4],31,4,35,0
[0 22 5],1,1,2,0
[0 22 6],4,4,8,0
[0 22 7],96,9,105,0
[0 22 8],6,0,6,0
[0 22 9],5,2,7,0
[0 22 12],93,15,108,0
[0 22 14],1,1,2,0
[0 22 16],11,2,13,0
[0 22 18],7,1,8,0
[0 22 22],13,1,14,0
[0 22 24],1,0,1,0
[0 22 63],2,0,2,0
[0 22 67],2,0,2,0
[0 23 2],2,0,2,0
[0 23 3],3,1,4,0
[0 23 4],4,3,7,0
[0 23 5],7,2,9,0
[0 23 6],6,0,6,0
[0 23 8],3,0,3,0
[0 23 10],2,0,2,0
[0 23 12],14,0,14,0
[0 23 22],1,0,1,0
[0 23 23],1,0,1,0
[0 23 25],2,0,2,0
[0 23 28],1,1,2,0
